name,beers_count,brewery_id,latitude,longitude
Crabby Larry's Brewpub Steak & Crab House,7.0,409,40.27949905395508,-75.21430206298828
Crabtree Brewery,,410,40.43130111694336,-104.68800354003906
Craftsman Brewing,1.0,411,34.169601440429695,-118.15899658203124
Crane River Brewpub and Cafe,13.0,412,40.80690002441406,-96.68170166015624
Crescent City Brewhouse,5.0,413,29.955799102783203,-90.06410217285156
Crested Butte Brewery &  Pub,1.0,414,38.86980056762695,-106.98699951171876
Cricket Hill,6.0,415,40.87260055541992,-74.29640197753906
Crooked River Brewing,1.0,416,41.4995002746582,-81.69539642333984
Crooked Waters Brewing,1.0,417,40.69359970092773,-89.58899688720703
Cropton Brewery,,418,54.29119873046875,-0.8406000137329102
Cucapa Brewing Company,1.0,420,31.72909927368164,-116.5780029296875
Cugino Brewing Company,2.0,421,41.85390090942383,-88.27760314941406
Cumberland Brewery,,422,38.230899810791016,-85.70549774169922
D.L. Geary Brewing Company,1.0,423,43.70759963989258,-70.31490325927734
Daas,2.0,424,50.60589981079102,3.3884000778198238
Daleside Brewery,4.0,425,53.999900817871094,-1.5010000467300415
Dark Horse Brewing Co.,8.0,426,42.266700744628906,-84.96410369873047
Day Brewing,,427,29.89940071105957,-90.10040283203124
de dochter van de korenaar,3.0,428,51.442100524902344,4.923200130462647
De Friese Bierbrouwerij Us Heit,1.0,429,53.06060028076172,5.534200191497803
De Halve Maan,4.0,430,51.202598571777344,3.2242000102996826
De Leyerth Brouwerijen,6.0,431,51.08110046386719,3.3698999881744385
De Proef Brouwerij,17.0,432,51.11589813232422,3.8157999515533447
De Struise Brouwers,3.0,433,50.92290115356445,2.751800060272217
Deep Creek Brewing,1.0,434,39.55839920043945,-79.35279846191406
DeGroen's Grill,,435,39.29040145874024,-76.61219787597656
Del Mar Stuft Pizza and Brewing,1.0,436,32.715301513671875,-117.15699768066406
Delafield Brewhaus,11.0,437,43.048099517822266,-88.35530090332031
Dempsey's Restaurant & Brewery,5.0,438,38.23619842529297,-122.63999938964844
Denmark Brewing,2.0,439,44.347801208496094,-87.82730102539062
Denver ChopHouse and Brewery,10.0,440,39.75529861450195,-104.99700164794922
Deschutes Brewery,22.0,441,44.047401428222656,-121.322998046875
Desnoes & Geddes Ltd,3.0,442,33.985801696777344,-96.65149688720705
Devil Mountain Brewing,2.0,443,39.13610076904297,-84.50309753417969
Diamond Bear Brewing Co.,3.0,444,34.747299194335945,-92.28389739990234
Diamond Knot Brewery & Alehouse,10.0,445,47.94850158691406,-122.30500030517578
Diamondback Brewery,1.0,446,41.4995002746582,-81.69539642333984
Dick's Brewing,12.0,447,46.77130126953125,-123.00700378417969
Diebels Privatbrauerei,2.0,448,51.53310012817383,6.421299934387207
Dieu du Ciel,1.0,449,45.52280044555664,-73.5927963256836
Dillon Dam Brewery,2.0,450,39.62820053100586,-106.05899810791016
Dinkelacker-Schwaben Bru,3.0,451,,
Dirt Cheap Cigarettes and Beer,1.0,452,38.54050064086914,-90.46070098876952
Dix Barbecue & Brewery,6.0,453,49.2765998840332,-123.11499786376952
Dixie Brewing,1.0,454,29.96059989929199,-90.08709716796876
Dixon's Downtown Grill,5.0,455,39.75410079956055,-105.0
Dock Street Beer,6.0,456,39.94779968261719,-75.222900390625
Dockside Brewing,6.0,457,49.269798278808594,-123.13200378417969
Doemens e.V.,1.0,458,,
Dogfish Head Craft Brewery,27.0,459,38.7682991027832,-75.31069946289062
Dortmunder Actien Brauerei  DAB,4.0,460,51.52980041503906,7.469200134277344
Dostal Alley,1.0,461,39.80189895629883,-105.51399993896484
Double Mountain Brewery & Taproom,5.0,462,45.709999084472656,-121.51499938964844
Dragonmead Microbrewery,13.0,463,42.49300003051758,-82.97530364990234
Drake's Brewing,3.0,464,37.71760177612305,-122.18199920654295
Dreher Srgyrak Zrt.,2.0,465,47.49209976196289,19.142200469970703
Dry Gulch Brewing,1.0,466,35.08449935913086,-106.6510009765625
Dublin Brewing,1.0,467,53.34410095214844,-6.267499923706055
Dubuque Brewing and Bottling,3.0,468,42.5005989074707,-90.6645965576172
Duck-Rabbit Craft Brewery,5.0,469,35.60029983520508,-77.59709930419922
DuClaw,6.0,470,39.28070068359375,-76.59439849853516
Dunedin Brewery,,471,28.013999938964844,-82.78759765625
Duneland Brewhouse Pub and Restaurant,1.0,472,41.70750045776367,-86.8949966430664
Duvel Moortgat,1.0,473,,
Dux de Lux,1.0,474,-45.03310012817383,168.66099548339844
Eagle Brewing,1.0,475,,
East End Brewing Company,5.0,476,40.455299377441406,-79.904296875
Eastern Shore Brewing,2.0,477,38.78139877319336,-76.22219848632812
Eddie McStiff's Brewpub,1.0,478,38.5724983215332,-109.5510025024414
Edelweissbrauerei Farny,5.0,479,,
Eder & Heylands,1.0,480,49.92110061645508,9.071499824523926
Eel River Brewing,6.0,481,40.57929992675781,-124.15299987792969
Efes Moscow Brewery,,482,55.75579833984375,37.61759948730469
Egan Brewing,37.0,483,44.44889831542969,-88.0604019165039
Einbecker Brauhaus AG,2.0,484,51.816200256347656,9.864299774169922
EJ Phair Brewing Company and Alehouse,1.0,485,37.97800064086914,-122.03399658203124
el ahram company,1.0,486,,
El Toro Brewing Company,1.0,487,37.15530014038086,-121.6760025024414
"Eldridge, Pope and Co.",1.0,488,,
Elgood & Sons,2.0,489,52.66429901123047,0.15950000286102295
Elk Creek Cafe and Aleworks,6.0,490,40.8911018371582,-77.47699737548828
Elk Grove Brewery & Restaurant,1.0,491,38.4093017578125,-121.36299896240234
Ellersick Brewing Big E Ales,,492,47.80989837646485,-122.302001953125
Ellicott Mills Brewing,1.0,493,39.26839828491211,-76.79940032958984
Elliott Bay Brewery and Pub,6.0,494,47.56039810180664,-122.38700103759766
Elm City Brewing Co,1.0,495,42.93239974975586,-72.28669738769531
Elysian Brewery & Public House,12.0,496,47.61399841308594,-122.31600189208984
Elysian Brewing - TangleTown,3.0,497,47.668800354003906,-122.33399963378906
Emerson Brewing,2.0,498,-45.87200164794922,170.51800537109375
Emery Pub,2.0,499,37.831298828125,-122.28500366210938
Emmett's Tavern and Brewery,2.0,500,42.09809875488281,-88.2782974243164
Empyrean Brewing Company,19.0,501,40.81549835205078,-96.71050262451172
EndeHouse Brewery and Restaurant,2.0,502,43.53250122070313,-90.00260162353516
Engel Brauerei Schwbisch Gmnd Lang,1.0,503,,
Engine House #9,10.0,504,47.25600051879883,-122.4729995727539
English Ales Brewery,1.0,505,36.6801986694336,-121.8040008544922
Epic Brewing Company,1.0,506,-36.94889831542969,174.8209991455078
Erie Brewing Company,11.0,507,42.11119842529297,-80.11299896240234
Esser's Cross Plains Brewery,2.0,508,43.11470031738281,-89.6530990600586
Estes Park Brewery,8.0,509,40.37070083618164,-105.5260009765625
Etna Brewing,1.0,510,41.45589828491211,-122.84600067138672
Ettaler Klosterbetriebe Abteilung Brauerei & Destillerie,3.0,511,47.56900024414063,11.094200134277344
F.X. Matt Brewing,34.0,512,43.10449981689453,-75.24520111083984
Far West Ireland Brewing,2.0,513,47.67010116577149,-122.11799621582031
Fauerbach Brewing Company,2.0,514,43.08440017700195,-89.4760971069336
Faultline Brewing #1,9.0,515,37.387001037597656,-121.99299621582031
Faultline Brewing #2,9.0,516,37.885501861572266,-122.03299713134766
Federation Brewery,2.0,517,54.95479965209961,-1.6576000452041626
FeldschlÃ¶ÃŸchen AG,,518,,
Felinfoel Brewery Co Ltd,1.0,519,51.69869995117188,-4.145599842071533
Fifty Fifty Brewing Co.,8.0,520,39.321998596191406,-120.16300201416016
Firehouse Brewery & Restaurant,4.0,521,41.01169967651367,-95.22720336914062
Firehouse Brewing,5.0,522,44.081199645996094,-103.22699737548828
Firehouse Grill & Brewery,5.0,523,37.37749862670898,-122.02999877929688
Firestone Walker Brewing Company,3.0,524,35.595298767089844,-120.69400024414062
First Coast Brewing,1.0,525,34.22570037841797,-77.9447021484375
Fish Brewing Company & Fish Tail Brewpub,16.0,526,47.043701171875,-122.89700317382812
"Fitger's Brewhouse, Brewery and Grill",10.0,527,46.79259872436523,-92.09089660644531
Fitzpatrick's Brewing,4.0,528,41.66109848022461,-91.53019714355469
Flagstaff Brewing,4.0,529,35.19729995727539,-111.64800262451172
Flat Branch Pub & Brewing,2.0,530,38.95000076293945,-92.3322982788086
Flat Earth Brewing Company,2.0,531,44.90840148925781,-93.15380096435548
Flatlander's Restaurant & Brewery,7.0,532,42.20309829711914,-87.9301986694336
Flensburger Brauerei,2.0,534,54.77899932861328,9.435500144958496
Florida Beer Company,,535,28.07069969177246,-80.6011962890625
Flossmoor Station Brewery,11.0,536,41.54330062866211,-87.67890167236328
Flour City Brewing,1.0,537,43.1609992980957,-77.61090087890625
Flyers Restraunt and Brewery,9.0,538,48.29919815063477,-122.6520004272461
Flying Bison Brewing,7.0,539,42.95610046386719,-78.89659881591797
Flying Dog Brewery,16.0,540,39.758201599121094,-104.98999786376952
Flying Fish Brewing Company,10.0,541,39.91210174560547,-74.97010040283203
Folx-les-Caves,1.0,542,50.681800842285156,4.954699993133545
Foothills Brewing Company,1.0,543,36.0973014831543,-80.25090026855469
Fordham Brewing,2.0,544,38.977298736572266,-76.49479675292969
Fort Collins Brewery,3.0,545,40.58319854736328,-105.04199981689452
Foster's Australia Ltd.,2.0,546,,
Fosters Tien Gang,,547,,
Founder's Restaurant & Brewing,,548,38.8047981262207,-77.0468978881836
Founders Brewing,14.0,549,42.95849990844727,-85.67350006103516
Founders Hill Brewing,6.0,550,41.80889892578125,-88.01119995117188
Four Peaks Brewing,16.0,551,33.41939926147461,-111.91600036621094
Fox River Brewing #1,10.0,552,44.03419876098633,-88.56079864501953
Fratellos Restaurant and Brewery,13.0,553,44.267799377441406,-88.47309875488281
Frederic Robinson Ltd.,3.0,554,41.499000549316406,-72.90070343017578
Frederick Brewing,1.0,555,39.36280059814453,-77.42649841308594
Free State Brewing,2.0,556,38.9718017578125,-95.23570251464844
Freeminer Brewery,2.0,557,51.83250045776367,-2.5116000175476074
Friesisches Brauhaus zu Jever,1.0,558,53.57550048828125,7.901599884033202
Front Street Brewery,5.0,559,41.52019882202149,-90.57250213623048
Frontwaters Restaurant and Brewing,1.0,560,41.54029846191406,-82.7354965209961
Frstliche Brauerei Thurn Und Taxis Regensburg,1.0,561,49.01559829711914,12.091300010681152
Full Sail Brewing #1,11.0,562,45.71030044555664,-121.51499938964844
"Fuller, Smith & Turner PBC",8.0,563,51.48770141601562,-0.24979999661445615
FÃ¼rstlich FÃ¼rstenbergische Brauerei,2.0,564,,
G. Heileman Brewing,2.0,565,43.80139923095703,-91.2396011352539
Gaslight Brewery,7.0,566,40.746498107910156,-74.2593994140625
Gasthaus & Gosebrauerei Bayerischer Bahnhof,1.0,567,51.339698791503906,12.371399879455565
Gasthaus-Brauerei Max & Moritz,3.0,568,47.60639953613281,9.606100082397461
Gasthof-Brauerei zum Frohsinn,4.0,569,47.5171012878418,9.43000030517578
Gatz Brauhaus,3.0,570,51.22489929199219,6.775700092315674
George Bateman and Son Ltd.,1.0,571,53.16910171508789,0.3169000148773193
George Gale & Company,4.0,572,50.79890060424805,-1.0911999940872192
Gilde Brauerei,3.0,573,52.35440063476562,9.753199577331543
Glacial Lakes Brewing,2.0,574,46.51800155639648,-95.3760986328125
Glacier Brewhouse,1.0,575,61.21789932250977,-149.89599609375
Glen Ellyn Sports Brew,7.0,576,41.87749862670898,-88.06700134277344
Glenwood Canyon Brewing Company,1.0,577,39.54759979248047,-107.322998046875
Gold Coast Brewery,1.0,578,-27.853900909423828,153.35899353027344
Gold Crown Brewing,2.0,579,43.46760177612305,-80.52310180664062
Golden City Brewery,1.0,580,39.75460052490234,-105.2239990234375
Golden Gate Park Brewery,4.0,581,37.774898529052734,-122.41899871826172
Golden Pacific Brewing,5.0,582,37.87160110473633,-122.27300262451172
Golden Prairie Brewing,,583,41.92729949951172,-87.68070220947266
Golden Valley Brewery and Pub,4.0,584,45.21039962768555,-123.18900299072266
Goose Island Beer Company - Clybourn,28.0,585,41.91370010375977,-87.654296875
Goose Island Beer Company - Fulton Street,14.0,586,41.88710021972656,-87.6720962524414
Gordash Brewing Company,2.0,587,26.074499130249023,-80.18060302734375
Gordon Biersch Brewing,13.0,588,37.35260009765625,-121.89299774169922
Gore Range Brewery,1.0,589,39.64410018920898,-106.59600067138672
Gottberg Brew Pub,28.0,590,41.429500579833984,-97.36229705810548
Govnor's Public House,10.0,591,42.17789840698242,-88.33769989013672
Grand Lake Brewing,1.0,592,40.251800537109375,-105.81999969482422
Grand Teton Brewing #1,1.0,593,43.49879837036133,-110.8769989013672
Grand Teton Brewing #2,2.0,594,43.5984001159668,-111.10800170898438
Granite City Food & Brewery - Omaha,3.0,595,41.2672004699707,-96.07140350341795
Granite City Food & Brewery - Saint Cloud,7.0,596,45.54980087280274,-94.20670318603516
Granville Island Brewing,1.0,597,49.89450073242188,-119.48799896240234
Granville Island Brewing Company,5.0,598,49.27050018310547,-123.13600158691406
Granville Island Brewing Company,5.0,598,34.395999908447266,-119.52100372314452
Gray Brewing,10.0,599,42.679298400878906,-89.04979705810547
Great Basin Brewing Company,,600,39.5349006652832,-119.75399780273438
Great Bear Brewing,1.0,601,61.58160018920898,-149.43899536132812
Great Dane Pub and Brewing #1,17.0,602,43.074501037597656,-89.38020324707031
Great Dane Pub and Brewing #2,11.0,603,43.0177001953125,-89.42320251464844
Great Divide Brewing,20.0,604,39.75389862060547,-104.98899841308594
Great Lakes Brewing,12.0,605,41.48440170288086,-81.7042007446289
Great Northern Tavern and Brewery,1.0,606,39.60419845581055,-105.947998046875
Great Waters Brewing Company,6.0,607,44.94670104980469,-93.09700012207031
Green Bay Brewing,13.0,608,44.51890182495117,-88.01959991455078
Green Flash Brewing,6.0,609,33.136001586914055,-117.2249984741211
Green Mill Brewing - Saint Paul,6.0,610,44.93980026245117,-93.15679931640624
Green Mountain Beverage,4.0,611,44.034400939941406,-73.17350006103516
Greene King,4.0,612,52.24100112915039,0.7156999707221985
Greenshields Brewery and Pub,6.0,613,35.77209854125977,-78.63860321044922
Grizzly Bay Brewing,3.0,614,38.23820114135742,-122.04000091552734
Grizzly Peak Brewing,1.0,615,42.28049850463867,-83.7490005493164
Grolsche Bierbrouwerij,5.0,616,52.20809936523438,6.816299915313722
Grumpy Troll Restaurant and Brewery,7.0,617,43.00809860229492,-89.73829650878906
Grupo Modelo,5.0,618,19.427000045776367,-99.12760162353516
Gulpener Bierbrouwerij,2.0,619,50.8109016418457,5.921299934387207
Haarlems Biergenootschap Jopen,1.0,620,52.37950134277344,4.637700080871582
Hacker-Pschorr Bru,3.0,621,48.13909912109375,11.5802001953125
Hair of the Dog Brewing,7.0,622,45.4901008605957,-122.64299774169922
Hale's Ales #3,9.0,623,47.65919876098633,-122.36599731445312
Half Moon Bay Brewing,7.0,624,37.49029922485352,-122.43499755859376
Ham's Restaurant and Brewhouse,1.0,625,35.608299255371094,-77.37319946289062
Hambleton Ales,2.0,626,54.174400329589844,-1.4844000339508057
Hampshire Brewery,1.0,627,50.98889923095703,-1.498900055885315
Hannen Brauerei,2.0,628,51.19129943847656,6.4421000480651855
Hansa Bryggeri,3.0,629,60.29449844360352,5.259200096130371
Hanssens Artisanal,3.0,630,50.72900009155274,4.297100067138672
Hapa*s Brew Haus and Restaurant,7.0,631,20.75919914245605,-156.45700073242188
Harbor City Brewing,3.0,632,43.38710021972656,-87.87950134277344
Harmon Brewing Company,5.0,633,47.24359893798828,-122.43699645996094
Harpoon Brewery - Boston,9.0,634,42.34650039672852,-71.03379821777344
Harpoon Brewery - Windsor,2.0,635,43.51300048828125,-72.40149688720703
Harvest Moon Brewery / Cafe,3.0,636,40.49620056152344,-74.44409942626953
Harvey & Son (Lewes),4.0,637,50.87419891357422,0.01669999957084656
Harviestoun Brewery,3.0,638,56.153099060058594,-3.8006000518798833
Hasserder Brauerei,1.0,639,51.84389877319336,10.753299713134766
Hausbrauerei Zum Schlssel,1.0,640,51.22610092163086,6.7744998931884775
Hawks Brewing,4.0,641,43.21649932861328,-123.34200286865234
HC Berger Brewing,4.0,642,40.58530044555664,-105.08399963378906
Heartland Brewery Union Square,7.0,643,40.7322998046875,-73.98739624023438
Heavenly Daze Brewery and Grill,8.0,644,39.739200592041016,-104.98500061035156
Heavyweight Brewing,1.0,645,39.96530151367188,-74.31179809570312
Heineken HungÃ¡ria,1.0,646,,
Heineken International,4.0,647,,
Heineken Ireland,,648,,
Heineken Switzerland,1.0,649,47.5077018737793,8.730199813842772
Heller Bru Trum,4.0,650,49.89199829101562,10.885299682617188
Hereford & Hops Restaurant and Brewpub #1,6.0,651,45.74580001831055,-87.05599975585938
Hereford & Hops Steakhouse and Brewpub #3,11.0,652,44.95180130004883,-89.66570281982422
Herkimer Pub & Brewery,2.0,653,44.94910049438477,-93.28849792480469
Hida Takayama Brewing Agricultural Company,1.0,654,,
High Desert Brewing Co.,,655,32.309600830078125,-106.79299926757812
High Falls Brewing,11.0,656,43.16460037231445,-77.6155014038086
High Point Wheat Beer Company,1.0,657,41.0015983581543,-74.34030151367188
Highland Brewing Company,8.0,658,35.57160186767578,-82.49909973144531
Hirschbru Privatbrauerei Hss,3.0,659,47.51319885253906,10.279000282287598
Hite Brewery,1.0,660,37.56650161743164,126.97799682617188
Hochstiftliches Brauhaus in Bayern,1.0,661,50.39490127563477,9.77239990234375
Hoepfner Privatbrauerei,1.0,662,49.01250076293945,8.426400184631348
Hofbru Kaltenhausen Salzachtal,2.0,663,47.69419860839844,13.078399658203125
Hofbruhaus Traunstein,2.0,664,47.86909866333008,12.650500297546387
Hoffbrau Steaks Brewery #1,8.0,665,32.96179962158203,-96.8292007446289
Hoffbrau Steaks Brewery #2,9.0,666,32.803001403808594,-96.7698974609375
Hofmark Brauerei,1.0,667,49.167198181152344,12.639900207519533
Holsten-Brauerei,3.0,668,53.56209945678711,9.94509983062744
Hook & Ladder Brewing Company,3.0,669,38.9911003112793,-77.02369689941406
Hook Norton Brewery,4.0,670,51.99660110473633,-1.4922000169754028
Hop Back Brewery,4.0,671,,
Hoppers Seafood & Grill,1.0,672,40.621498107910156,-111.86599731445312
Hoppin Frog Brewery,17.0,673,41.02470016479492,-81.46759796142578
Hoppy Brewing Company,5.0,674,38.55509948730469,-121.43000030517578
Hops Grillhouse & Brewery - Cherry Creek,5.0,675,39.71870040893555,-104.9499969482422
Hops Haven Brew Haus,6.0,676,43.7593994140625,-87.7228012084961
HopTown Brewing,3.0,677,37.67699813842773,-121.89800262451172
Hopworks Urban Brewery,7.0,678,45.49689865112305,-122.63500213623048
Hornsby's Pubdrafts Ltd.,,679,37.634498596191406,-120.98200225830078
HP Bulmer,1.0,680,42.26259994506836,-71.80229949951172
Htt-Brauerei Bettenhuser,1.0,681,51.26150131225586,9.449399948120117
Hubcap Brewery and Kitchen,3.0,682,39.64030075073242,-106.3740005493164
Hudepohl-Schoenling Brewing,,683,39.265098571777344,-84.37989807128906
Hue Brewery,,684,-33.217498779296875,151.42599487304688
Humboldt Brewing,12.0,686,40.86999893188477,-124.08699798583984
ICOBES b.v.b.a.,1.0,687,51.10070037841797,3.6933999061584473
Idaho Brewing,2.0,688,43.46659851074219,-112.03399658203124
Illinois Brewing,3.0,689,40.47869873046875,-88.99459838867188
InBev,1.0,690,50.88650131225586,4.706900119781494
Independence Brew Pub,5.0,691,39.952598571777344,-75.1594009399414
Independence Brewing Co,1.0,692,30.21310043334961,-97.73580169677734
Indian Wells Brewing,4.0,693,35.66749954223633,-117.8740005493164
Industrias La Constancia ILC,4.0,694,13.699799537658693,-89.18319702148438
Industrija Piva I Sokova Trebjesa,,695,,
Inveralmond Brewery,2.0,696,56.41740036010742,-3.47790002822876
Irish Brewing Company,,697,53.48630142211914,-6.168000221252441
Iron City Brewing Co.,3.0,698,40.46099853515625,-79.96530151367188
Iron Hill Brewery - Newark,1.0,699,39.68339920043945,-75.74669647216797
Iron Hill Brewery - Wilmingon,10.0,700,39.74499893188477,-75.55609893798828
Iron Springs Pub & Brewery,8.0,701,37.986000061035156,-122.58399963378906
Island Brewing Company,1.0,702,,
Isle of Skye Brewing Company,1.0,703,56.490699768066406,-4.202600002288818
Issaquah Brewhouse,5.0,704,47.52999877929688,-122.03700256347656
Ithaca Beer Company,7.0,705,42.41450119018555,-76.53150177001953
Jack Russell Brewing,2.0,706,38.75630187988281,-120.6790008544922
Jack Russell Brewing,2.0,706,49.14820098876953,-122.86199951171876
Jack's Brewing,6.0,707,37.54410171508789,-121.98799896240234
Jacob Leinenkugel Brewing Company,14.0,708,44.94490051269531,-91.39679718017578
Jaipur Restaurant and Brewpub,1.0,709,41.2327995300293,-96.0824966430664
James Page Brewing,3.0,710,45.00389862060547,-93.2501983642578
Jarre Creek Ranch Brewing,1.0,711,39.37220001220703,-104.8560028076172
Jasper Ridge Brewery,4.0,712,46.50149917602539,-87.67900085449219
Jennings Brewery,1.0,713,54.66490173339844,-3.3633999824523926
Jever Brewery,1.0,714,53.57569885253906,7.900300025939941
Jinro Coors Brewing,1.0,715,37.56650161743164,126.97799682617188
JJ Bitting Brewing,4.0,716,40.55490112304688,-74.277099609375
Jobber's Canyon Restaurant & Brewery,3.0,717,41.25400161743164,-95.99929809570312
JoBoy's Brew Pub,4.0,718,40.17070007324219,-76.38379669189453
John Harvard's Brew House - Framingham,1.0,719,42.3036994934082,-71.39659881591797
John Harvard's Brew House - Harvard Square,1.0,720,42.37239837646485,-71.11930084228516
John Harvard's Brewhouse - Wilmington,5.0,721,39.74580001831055,-75.54669952392578
John Martin sa,1.0,722,50.72980117797852,4.507999897003174
Jolly Pumpkin Artisan Ales,13.0,723,42.337501525878906,-83.8895034790039
Joshua Huddy's Brew Pub and Grill,3.0,724,39.95289993286133,-74.20099639892578
JT Whitney's Brewpub and Eatery,14.0,725,43.05189895629883,-89.47370147705078
Jurupa Valley Brewing,1.0,726,33.95330047607422,-117.39600372314452
JW Lees and Co (Brewers) Ltd.,14.0,727,53.54119873046875,-2.1733999252319336
Kaiser-Bru,1.0,728,49.62829971313477,11.549799919128418
Kaiserdom Privatbrauerei Bamberg,4.0,729,49.90430068969727,10.852399826049805
Kalamazoo Brewing,3.0,730,42.294898986816406,-85.57879638671875
Karl Strauss Brewery Gardens - Sorrento Mesa,7.0,731,32.896900177001946,-117.20099639892578
Karlovacka Pivovara,1.0,732,45.49560165405274,15.533100128173828
Keesmann Bru,2.0,733,49.89039993286133,10.905599594116213
Keg Microbrewery & Restaurant,4.0,734,44.52360153198242,-89.57460021972656
Keihan Uji Kotsu,1.0,735,,
Kelmer's Brewhouse,4.0,736,38.44049835205078,-122.71399688720705
Kentucky Hemp Beer Company,1.0,737,38.031700134277344,-84.49510192871094
Kenya Breweries,1.0,738,-1.2833000421524048,36.81669998168945
Kessler Brewing,2.0,739,46.59579849243164,-112.0270004272461
King and Barnes,1.0,740,51.06380081176758,-0.3269999921321869
"Kirin Brewery Company, Ltd",2.0,741,,
Kiuchi Shuzou Goushi Kaisya,8.0,742,,
Kleinbrouwerij de Glazen Toren,3.0,743,50.9193000793457,3.966599941253662
Klosterbrauerei Neuzelle,4.0,744,52.09099960327149,14.650899887084961
Klosterbrauerei Weltenburg,5.0,745,49.01440048217773,12.074999809265135
Klosterbru Bamberg,4.0,746,49.88909912109375,10.88700008392334
Knig Brauerei,1.0,747,51.53139877319336,6.741799831390381
Knig Ludwig Schlobrauerei Kaltenberg,3.0,748,48.18259811401367,11.25220012664795
Knigsbacher Brauerei,1.0,749,50.32160186767578,7.58620023727417
Knigsegger WalderBru,1.0,750,47.92620086669922,9.42039966583252
Kona Brewing,7.0,751,19.642000198364254,-155.99600219726562
KÃ¶stritzer Schwarzbierbrauerei,3.0,752,,
KrÃ¡lovskÃ½ pivovar KruÅ¡ovice,1.0,753,,
Krogh's Restaurant and Brewpub,7.0,754,41.03229904174805,-74.64070129394531
Kross Brewing,1.0,755,44.56169891357422,-72.59839630126953
Kuhnhenn Brewing,2.0,756,42.52780151367188,-83.04720306396484
Kulmbacher Brauerei AG,12.0,757,50.10599899291992,11.444199562072756
Kulmbacher Mnchshof Bru,1.0,758,50.10770034790039,11.45300006866455
La Jolla Brew House,6.0,759,32.84090042114258,-117.27400207519531
La Jolla Brewing,4.0,760,33.857498168945305,-117.8759994506836
Labatt / Keith's Brewery / Oland Breweries,,761,44.6598014831543,-63.59970092773438
Labatt Ontario Breweries,12.0,762,42.97779846191406,-81.24669647216797
LaConner Brewing,4.0,763,48.3917007446289,-122.49500274658205
Lafayette Brewing,2.0,764,40.41939926147461,-86.88999938964844
Lagunitas Brewing Company,14.0,765,38.27239990234375,-122.66200256347656
Lake Louie Brewing,1.0,766,43.17060089111328,-89.93240356445312
Lake Placid Pub & Brewery,1.0,767,44.282901763916016,-73.9813003540039
Lake Superior Brewing,5.0,768,46.76110076904297,-92.13189697265624
Lakefront Brewery,19.0,769,43.0546989440918,-87.9052963256836
Lammin Sahti Oy,1.0,770,,
Lancaster Brewing Co.,16.0,771,40.043800354003906,-76.29840087890625
Lanchester Brewing,1.0,772,54.8228988647461,-1.7457000017166138
Lang Creek Brewry,,773,48.01399993896485,-115.01100158691406
Latrobe Brewing,1.0,774,40.32120132446289,-79.37950134277344
Laughing Dog Brewing,,775,48.30030059814453,-116.53800201416016
Lazy Magnolia Brewing Company,1.0,776,30.376399993896484,-89.44969940185547
Le Cheval Blanc,1.0,777,45.51810073852539,-73.56420135498047
Left Coast Brewing,2.0,778,33.457698822021484,-117.58899688720705
Left Hand Brewing Company,9.0,779,40.15869903564453,-105.11299896240234
Legacy Brewing Co.,4.0,780,40.325599670410156,-75.92829895019531
Legends Brewhouse & Eatery of Green Bay,3.0,781,44.55339813232422,-88.09770202636719
Leinenkugel's Ballyard Brewery,1.0,782,33.44839859008789,-112.0739974975586
Lewis & Clark Brewing Company,1.0,783,46.59769821166992,-112.03700256347656
Liberty Steakhouse and Brewery,9.0,784,33.718700408935554,-78.88310241699219
Licher Privatbrauerei,1.0,785,50.52080154418945,8.81659984588623
Liefmans Breweries,4.0,786,50.96490097045898,3.4219999313354488
Lift Bridge Brewery,4.0,787,45.05649948120117,-92.82219696044922
Lighthouse Brewing,1.0,788,48.43579864501953,-123.39600372314452
Lightning Boy Brewery,1.0,789,45.77859878540039,-111.1790008544922
Limburg Beer Company,1.0,790,-39.62749862670898,176.85400390625
Lion Brewery Ceylon Ltd.,2.0,791,38.754798889160156,-9.188300132751463
Lion Brewery Inc.,2.0,792,41.25569915771485,-75.8582992553711
Lion Nathan Australia  Hunter Street,1.0,793,-33.868698120117195,151.2169952392578
Listermann Brewing Company,3.0,794,39.145599365234375,-84.4740982055664
Little Apple Brewing,6.0,795,39.18360137939453,-96.57170104980469
Little Creatures Brewery,1.0,796,-32.05970001220703,115.74500274658205
Live Oak Brewing,6.0,797,30.25410079956055,-97.70549774169922
Loaf and Stein Brewing,4.0,798,45.917198181152344,-89.24430084228516
Lobkowiczk Pivovar Vysok Chlumec,,799,49.62060165405274,14.383700370788574
Logjam Microbrewery,2.0,800,44.851600646972656,-90.31649780273438
Long Trail Brewing Co,8.0,801,43.58819961547852,-72.65630340576172
Long Valley Pub & Brewery,6.0,802,40.7843017578125,-74.77999877929688
Lost Coast Brewery,7.0,803,40.803199768066406,-124.16500091552734
LÃ¶wenbrÃ¤u Brauerei,4.0,804,,
Lwenbru Munich,2.0,805,43.73789978027344,-79.57140350341797
Lwenbru Zrich,1.0,806,47.36420059204102,8.524499893188478
Maclay and Co.,4.0,807,56.1072998046875,-3.7527999877929688
Mad Anthony Brewing,7.0,808,41.06769943237305,-85.15239715576172
Mad Crab Restaurant and Brewery,5.0,809,41.31449890136719,-81.83570098876953
Mad River Brewing,6.0,810,40.87900161743164,-123.99299621582031
